name,min,max
4DCS.40HAH24CT604,0.00,580.00
4DCS.40HAH24CT605,0.00,580.00
4DCS.40HAH24CT606,0.00,580.00
4DCS.40HAH24CT607,0.00,580.00
4DCS.40HAH24CT608,0.00,580.00
4DCS.40HAH24CT609,0.00,580.00
4DCS.40HAH24CT610,0.00,580.00
4DCS.40HAH24CT611,0.00,580.00
4DCS.40HAH24CT612,0.00,580.00
4DCS.40HAH24CT613,0.00,580.00
4DCS.40HAH24CT614,0.00,580.00
4DCS.40HAH24CT615,0.00,580.00
4DCS.40HAH24CT616,0.00,580.00
4DCS.40HAH24CT617,0.00,580.00
4DCS.40HAH24CT618,0.00,580.00
4DCS.40HAH24CT619,0.00,580.00
4DCS.40HAH24CT620,0.00,580.00
4DCS.40HAH24CT621,0.00,580.00
4DCS.40HAH24CT622,0.00,580.00
4DCS.40HAH24CT623,0.00,580.00
4DCS.40HAH24CT624,0.00,580.00
4DCS.40HAH24CT625,0.00,580.00
4DCS.40HAH24CT626,0.00,580.00
4DCS.40HAH24CT627,0.00,580.00
4DCS.40HAH24CT628,0.00,580.00
4DCS.40HAH24CT629,0.00,580.00
4DCS.40HAH24CT630,0.00,580.00
4DCS.40HAJ10CT601,0.00,615.00
4DCS.40HAJ10CT602,0.00,615.00
4DCS.40HAJ10CT603,0.00,615.00
4DCS.40HAJ10CT604,0.00,615.00
4DCS.40HAJ10CT605,0.00,615.00
4DCS.40HAJ10CT606,0.00,615.00
4DCS.40HAJ10CT607,0.00,615.00
4DCS.40HAJ10CT608,0.00,615.00
4DCS.40HAJ10CT609,0.00,615.00
4DCS.40HAJ10CT610,0.00,615.00
4DCS.40HAJ10CT611,0.00,615.00
4DCS.40HAJ10CT612,0.00,615.00
4DCS.40HAJ10CT613,0.00,615.00
4DCS.40HAJ10CT614,0.00,615.00
4DCS.40HAJ10CT615,0.00,615.00
4DCS.40HAJ10CT616,0.00,615.00
4DCS.40HAJ10CT617,0.00,615.00
4DCS.40HAJ10CT618,0.00,615.00
4DCS.40HAJ10CT619,0.00,615.00
4DCS.40HAJ10CT620,0.00,615.00
4DCS.40HAJ10CT621,0.00,615.00
N4BC_LOS_Q2,0.00,8.00
N4BC_LOS_Q4,0.00,2.00
N4BC_LOS_Q5,0.00,3.50
N4BC_LOS_Q6,0.00,1.00
N4BC_AE_AHA,0.00,11.00
N4BC_AE_AHB,0.00,11.00
N4BC_AE_AIRHEATER,0.00,11.00
N4BC_EFF_AHYA,0.00,100.00
N4BC_EFF_AHYB,0.00,100.00
N4BC_T_LD,0.00,85.00
N4BC_RATEW_FDFAN,0.00,10.00
N4BC_RATEW_IDFAN,0.00,10.00
N4BC_RATEW_PRIFAN,0.00,25.00
N4BC_RATEW_MILL,0.00,10.00
N4BC_RATEW_MILLA,0.00,10.00
N4BC_RATEW_MILLB,0.00,10.00
N4BC_RATEW_MILLC,0.00,10.00
N4BC_RATEW_MILLD,0.00,10.00
N4BC_RATEW_MILLE,0.00,10.00
N4BC_RATEW_MILLF,0.00,10.00
N4BC_RATEW_PULVER,0.00,10.00
N4BC_RW_FDFAN,0.00,1.50
N4BC_RW_IDFAN,0.00,6.00
N4BC_RW_PRIFAN,0.00,2.50
N4BC_RW_MILL,0.00,1.80
N4BC_RW_PULVER,0.00,3.00
GR.40NAA10GRDI,0.00,1.00
4DCS.40NAA10CT602,0.00,400.00
4DCS.40NAA10CT603,0.00,400.00
4DCS.40NAA10CP102,0.00,1.50
4DCS.40NAA10CP103,0.00,1.50
4DCS.40NAA10CP104,0.00,1.50
4DCS.40MAG10CP901,0.00,65.00
4DCS.42HLA21CT309,0.00,60.00
4DCS.42HLA21CP103,0.00,4.60
